turn,speaker,sentence,transcript,label_getting_students_to_relate,label_keeping_everyone_together,label_not_a_talk_move,label_press_for_accuracy,label_press_for_reasoning,label_restating,label_revoicing
12,S,I think now I disagree with them,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
13,S,I don t really think that if you have this  that you could  have one third bigger than it  because it s got to be one  third and probably a third and a half,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
14,S,Yeah he s right,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
15,S,It couldn t be it couldn t be exactly a third,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
16,S,Cause one third bigger this would be one third bigger like that to the  end over there,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
16,S,That would actually be like this  this would really be one third bigger  and there s still some left over and there s still about,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
17,S,A half left over,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
18,S,Yeah there s still there s still one more there s still one more piece  left like about a sixth left,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
19,S,Cause it s like if you have if you have the like dark green and it  doesn t exactly equal up to it doesn t exactly equal up,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
19,S,It s less than  two thirds but it s more than one third,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
19,S,It s just about one third and a  half,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
19,S,So it couldn t be exactly a third bigger than it and it couldn t  be exactly two thirds or it couldn t be exactly one third bigger,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
19,S,It  had to be one third and a half,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
20,T,Michael wanted to say something for a long time and has been very  patient,Comparing Fractions 5_Grade 4.xlsx,False,True,False,False,False,False,False
21,S,Umm I think it should be called one sixth because  because if you put six reds up to one orange  with a red then it would  equal there would be there would be it would be the same size just  so it would be called one sixth because reds like that,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
22,S,Yeah I agree with Michael and Erik,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
23,T,So so Brian Michael is offering another way of thinking about that  red as being one sixth,Comparing Fractions 5_Grade 4.xlsx,False,False,True,False,False,False,False
23,T,You thought about the red as being one sixth  to make a half of a third and Michael is saying that red is one sixth,Comparing Fractions 5_Grade 4.xlsx,False,False,True,False,False,False,False
24,S,Yeah Michael is right because it takes three sixths to equal one half  and if,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
25,T,I see Meredith is wanting to say something,Comparing Fractions 5_Grade 4.xlsx,False,True,False,False,False,False,False
26,S,I agree with Erik Michael and Brian because if you do call that a  sixth a sixth and if you put the dark green and two thirds you said  it was you said it was um they said that it s a third bigger if you  did a third bigger this is called a third and then you put it there you  see negative,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
27,T,I m sorry Meredith could you start again,Comparing Fractions 5_Grade 4.xlsx,False,True,False,False,False,False,False
28,S,You said it was one third bigger that can t be true because one third  bigger,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
,S,Yeah,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
29,S,It s about one sixth less,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
29,S,So it can t be a third bigger,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
30,S,And also like,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
31,S,So it s one sixth bigger,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
32,S,And also yeah and also I think because if you have the light green  the light green it s not bigger than it s not bigger than the it s not  bigger than the umm third it s not bigger than two thirds,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
32,S,It s bigger  than one third but it s not as big as two thirds so it s less than two  thirds but more than one third,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
32,S,So it can t be a third bigger,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
32,S,And if  you have that to make it two thirds large there has to be a sixth,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
33,T,Well that is really something uh I think,Comparing Fractions 5_Grade 4.xlsx,False,False,True,False,False,False,False
34,S,It s sort of like one sixth in both cases,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,False
35,T,Well you find that you are consistent you do get one sixth when   you use both models,Comparing Fractions 5_Grade 4.xlsx,False,False,False,False,False,False,True
35,T,I am really interested I uh hearing about  what all of you are thinking about these arguments  You can sit down now,Comparing Fractions 5_Grade 4.xlsx,False,False,True,False,False,False,False
35,T,Thank you very very  much that was very very helpful,Comparing Fractions 5_Grade 4.xlsx,False,False,True,False,False,False,False
1,T,Someone told me someone told me that the red rod is half as long  as the yellow rod,Fraction as Number 1_Grade 4.xlsx,False,False,True,False,False,False,False
1,T,What do you think,Fraction as Number 1_Grade 4.xlsx,True,False,False,False,False,False,False
2,S,Which red rods,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
3,S,These little ones,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
4,T,Someone told me that the red rod is half as long as the yellow rod,Fraction as Number 1_Grade 4.xlsx,False,False,True,False,False,False,False
4,T,What do you think,Fraction as Number 1_Grade 4.xlsx,True,False,False,False,False,False,False
5,S,No,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
5,S,Look,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
6,S,Nope,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
7,S,You d have to fit more here,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
7,S,There is enough to fit another light  green in here,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
8,T,Danielle what do you think,Fraction as Number 1_Grade 4.xlsx,False,False,False,True,False,False,False
9,S,No,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
10,T,Danielle thinks no,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,True
10,T,What can you do to convince me that that s not  true,Fraction as Number 1_Grade 4.xlsx,False,False,False,True,False,False,False
10,T,Can you speak nice and loud Danielle,Fraction as Number 1_Grade 4.xlsx,False,True,False,False,False,False,False
11,S,Put the two red ones next to the yellow one,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
12,T,And,Fraction as Number 1_Grade 4.xlsx,False,True,False,False,False,False,False
13,S,And there s more space,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
14,T,So it doesnt work does it,Fraction as Number 1_Grade 4.xlsx,False,True,False,False,False,False,False
14,T,How many of you agree that the red  rod is not half as long as the yellow rod,Fraction as Number 1_Grade 4.xlsx,True,False,False,False,False,False,False
14,T,How many of you agree  that whoever told me that I shouldnt believe it,Fraction as Number 1_Grade 4.xlsx,True,False,False,False,False,False,False
14,T,And you can all  convince me,Fraction as Number 1_Grade 4.xlsx,False,True,False,False,False,False,False
14,T,And you all did the same thing in convincing me  right you put the two red ones and it didnt come out to be a half  thats what you all did,Fraction as Number 1_Grade 4.xlsx,False,True,False,False,False,False,False
14,T,What a smart class this is,Fraction as Number 1_Grade 4.xlsx,False,False,True,False,False,False,False
14,T,Id better be  careful who I listen to right,Fraction as Number 1_Grade 4.xlsx,False,True,False,False,False,False,False
14,T,Okay someone told me that the  purple rod,Fraction as Number 1_Grade 4.xlsx,False,False,True,False,False,False,False
15,S,This one,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
16,T,Is half as long as the black rod,Fraction as Number 1_Grade 4.xlsx,False,False,True,False,False,False,False
17,S,No,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
18,T,What do you think,Fraction as Number 1_Grade 4.xlsx,True,False,False,False,False,False,False
19,S,No,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
20,S,Nope,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
21,T,The black rod,Fraction as Number 1_Grade 4.xlsx,False,False,True,False,False,False,False
22,S,Oh the black rod,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
23,S,It would take another light green to make a whole and that s not  half,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
24,S,Yeah it is look,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
25,S,That is not as long as the black it would take another light green  one,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
26,S,Oh,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
27,T,What do you think,Fraction as Number 1_Grade 4.xlsx,False,False,False,True,False,False,False
27,T,David,Fraction as Number 1_Grade 4.xlsx,False,True,False,False,False,False,False
28,S,No,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
29,T,David doesn t believe it why not David,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,True,False,False
30,S,Because if you put the two on top,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
31,T,Nice and loud David,Fraction as Number 1_Grade 4.xlsx,False,True,False,False,False,False,False
32,S,Cause if you put the two purple if you put the two purples on top  of each other they ll be taller than the black,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
33,T,Okay how many of you agree with David,Fraction as Number 1_Grade 4.xlsx,True,False,False,False,False,False,False
33,T,Okay can you find dark  green,Fraction as Number 1_Grade 4.xlsx,False,True,False,False,False,False,False
33,T,Are you ready for this one,Fraction as Number 1_Grade 4.xlsx,False,True,False,False,False,False,False
33,T,Someone told me that the red  rod is one third as long as the dark green rod,Fraction as Number 1_Grade 4.xlsx,False,False,True,False,False,False,False
33,T,What do you think,Fraction as Number 1_Grade 4.xlsx,True,False,False,False,False,False,False
34,S,Yep,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
35,S,Yep,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
36,S,Mmmhmm,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
37,S,Mmmhmm,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
37,S,Cause two of these would make,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
38,T,Discuss it with your partner,Fraction as Number 1_Grade 4.xlsx,False,True,False,False,False,False,False
39,S,Yeah I think so,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
40,S,Umm cause if you did it like this,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
41,T,Someone told me Jackie,Fraction as Number 1_Grade 4.xlsx,False,True,False,False,False,False,False
42,S,Yeah,Fraction as Number 1_Grade 4.xlsx,False,False,False,False,False,False,False
43,T,Jackie thinks so,Fraction as Number 1_Grade 4.xlsx,False,False,True,False,False,False,False
43,T,How many of you agree with  Jackie,Fraction as Number 1_Grade 4.xlsx,True,False,False,False,False,False,False
43,T,What would you do to convince me,Fraction as Number 1_Grade 4.xlsx,False,False,False,True,False,False,False
43,T,You  want to come up here and convince me Jackie on the overhead,Fraction as Number 1_Grade 4.xlsx,False,False,False,True,False,False,False
43,T,That the red rod is one third  as large as long as the dark green,Fraction as Number 1_Grade 4.xlsx,False,False,True,False,False,False,False
43,T,How many did that,Fraction as Number 1_Grade 4.xlsx,True,False,False,False,False,False,False
43,T,Okay what a smart class are  you sure everyone didn t work with this last year,Fraction as Number 1_Grade 4.xlsx,False,True,False,False,False,False,False
43,T,What a smart class,Fraction as Number 1_Grade 4.xlsx,False,False,True,False,False,False,False
43,T,That s lovely thank you  Jackie,Fraction as Number 1_Grade 4.xlsx,False,False,True,False,False,False,False
1,S,One third,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
2,T,Nice and loud Beth,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
3,S,One third,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
4,T,How many think one third,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
4,T,You all agree,Fraction as Number 2_Grade 4.xlsx,False,False,True,False,False,False,False
4,T,Can you tell me why you  would give it the number name one third,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,True,False,False
5,S,Because if you put three of them it makes one whole,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
6,T,Okay so if it makes three of them would make one whole,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,True
6,T,Do you  agree with that,Fraction as Number 2_Grade 4.xlsx,True,False,False,False,False,False,False
6,T,So we give it the number name one third,Fraction as Number 2_Grade 4.xlsx,False,False,True,False,False,False,False
6,T,Okay  very good,Fraction as Number 2_Grade 4.xlsx,False,False,True,False,False,False,False
6,T,Someone told me that light green is one third as long as  blue,Fraction as Number 2_Grade 4.xlsx,False,False,True,False,False,False,False
6,T,What do you think,Fraction as Number 2_Grade 4.xlsx,True,False,False,False,False,False,False
7,S,It s right right right,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
8,S,Hmm,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
9,S,It s right,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
10,S,Mmmhmm,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
10,S,Yep one third,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
11,T,Someone told me that light green is one third as long as blue,Fraction as Number 2_Grade 4.xlsx,False,False,True,False,False,False,False
11,T,What  do you think,Fraction as Number 2_Grade 4.xlsx,True,False,False,False,False,False,False
11,T,What do you think Jessica,Fraction as Number 2_Grade 4.xlsx,True,False,False,False,False,False,False
12,S,It is,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
13,T,Jessica thinks it is,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,True
13,T,And how would you convince me Jessica,Fraction as Number 2_Grade 4.xlsx,False,False,False,True,False,False,False
14,S,Because you could if you have you have three of these you could  put it up to the blue and it s one whole,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
15,T,So if I call the blue rod one what number name would I give to light  green everybody,Fraction as Number 2_Grade 4.xlsx,False,False,False,True,False,False,False
16,S,One third,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
17,T,I would give it the number name one third,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,True
17,T,Now notice if I called  the dark green rod one what number name would I give to the red,Fraction as Number 2_Grade 4.xlsx,False,False,False,True,False,False,False
18,S,One third,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
19,T,So are the number names always the same,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
20,S,No,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
21,T,Are the color names always the same,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
22,T,No,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
23,T,Does this have another name other than blue,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
23,T,Am I ever going to  call this something else other than blue,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
24,S,No oh yeah,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
25,T,What am I going to call it,Fraction as Number 2_Grade 4.xlsx,False,False,False,True,False,False,False
26,S,Dark blue,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
27,T,Well dark blue,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,True
27,T,So are the number names same do they change,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
27,T,I  mean the color names,Fraction as Number 2_Grade 4.xlsx,False,False,True,False,False,False,False
28,S,Color names no,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
29,T,Erik thinks that the color names don t change,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,True
29,T,Right do we agree  that the color names are always the same,Fraction as Number 2_Grade 4.xlsx,True,False,False,False,False,False,False
30,S,Mmmhmm,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
31,T,Do the number names change,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
32,S,Yes,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
33,T,Okay tell me why the number names change,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,True,False,False
33,T,Give me an example  of why the number names change,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,True,False,False
33,T,Erik,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
34,S,You could think you could say that you could take an orange block  and a blue block and that would be that would be three three  thirds of it,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
34,S,Wait no,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
34,S,Wait hold on,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
34,S,Well no I mean if you take if  you take a blue rod and you could call it one whole then you would  take a diff a smaller rod and that would be something,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
35,T,Which one,Fraction as Number 2_Grade 4.xlsx,False,False,False,True,False,False,False
36,S,Um well oh you take a light green and that ll be a third of it,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
37,T,Okay so I called the light green one third and I called the red one  third,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,True
37,T,Why could the light green be a third and why could the red  be a third,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,True,False,False
37,T,How is that possible for both of these to be a third,Fraction as Number 2_Grade 4.xlsx,False,False,False,True,False,False,False
38,S,Oh oh I know,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
39,T,Michael,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
40,S,Because there is a different size whole,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
41,T,Because there is a different size whole,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,True,False
41,T,There is a different number  name I gave for what I called one okay,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
41,T,So when the blue is one  can you see that the light green becomes a third,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
41,T,But can you see  when the dark green is one then you see that the red becomes a  third,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
41,T,So do we have permanent number names,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
42,S,No,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
43,T,No the number names change thats very important when using  these rods,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,True
43,T,Do the color names change,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
44,S,No,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
45,T,No the color names dont change,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,True
45,T,Every one of these rods has a  permanent color name but the number name changes with the  problem,Fraction as Number 2_Grade 4.xlsx,False,False,True,False,False,False,False
45,T,So let s be sure we re familiar with the color names so  that we can call them the same thing um for the rods we have a  color name for this one we re calling this one blue or dark blue  right we agree with that,Fraction as Number 2_Grade 4.xlsx,True,False,False,False,False,False,False
45,T,And we re calling this one light green  why don t you make sure you pull out all of them and see if it is true  that there are ten of them and see if we can come up with the  different color names and then we ll do some problems with  number names,Fraction as Number 2_Grade 4.xlsx,False,False,True,False,False,False,False
46,S,Six  Seven so far seven eight nine,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
47,S,I got nine but where is the ten,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
48,S,Let s get them in lengths,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
49,S,Eight nine ten there we go I got them,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
50,T,How many think there are ten,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
50,T,Okay,Fraction as Number 2_Grade 4.xlsx,False,False,True,False,False,False,False
50,T,Okay as I look around the room I see that you  arranged them all some of you did the same thing some of you did  them differently,Fraction as Number 2_Grade 4.xlsx,False,False,True,False,False,False,False
50,T,Kelly your arrangement you want to say  something about your arrangement,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
50,T,Nice and loud Kelly,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
51,S,I put the tallest then the  second to tallest third,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
52,T,Which is the longest rod,Fraction as Number 2_Grade 4.xlsx,False,False,False,True,False,False,False
53,S,Um the orange,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
54,T,The orange do all agree,Fraction as Number 2_Grade 4.xlsx,True,False,False,False,False,False,False
55,S,Mmmhmm,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
56,T,And then tell me what to do,Fraction as Number 2_Grade 4.xlsx,False,False,False,True,False,False,False
57,S,And then I put down the blue,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
58,T,Blue,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,True,False
59,S,Then the brown,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
60,T,Brown,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,True,False
61,S,Then the black,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
62,T,I can t find the brown brown,Fraction as Number 2_Grade 4.xlsx,False,False,True,False,False,False,False
63,S,Then black then dark green then yellow then like the pinkishred,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
64,T,We call this purple,Fraction as Number 2_Grade 4.xlsx,False,False,True,False,False,False,False
65,S,Purple,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
66,T,I know it looks sort of pink doesn t it,Fraction as Number 2_Grade 4.xlsx,False,True,False,False,False,False,False
66,T,Okay,Fraction as Number 2_Grade 4.xlsx,False,False,True,False,False,False,False
67,S,Um light green then red and white,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,False
68,T,And then white,Fraction as Number 2_Grade 4.xlsx,False,False,False,False,False,False,True
68,T,How many of you agree,Fraction as Number 2_Grade 4.xlsx,True,False,False,False,False,False,False
68,T,Ten rods,Fraction as Number 2_Grade 4.xlsx,True,False,False,False,False,False,False
68,T,Ten color  names,Fraction as Number 2_Grade 4.xlsx,True,False,False,False,False,False,False
68,T,You agree,Fraction as Number 2_Grade 4.xlsx,False,False,True,False,False,False,False
1,T,Now you remember when we said if we re calling the dark green  one what number name were we giving to red,Fraction as Number 3_Grade 4.xlsx,False,False,False,True,False,False,False
1,T,Michael,Fraction as Number 3_Grade 4.xlsx,False,True,False,False,False,False,False
2,S,One third,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
3,T,One third,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,True,False
3,T,Okay and why Michael one more time,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,True,False,False
4,S,Because it would take three of the red ones to make um one of  the green ones,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
5,T,Okay I heard someone say in the back of the room I was listening  someone asked a question someone said look we have three red  ones making the green one why cant we call the red one one,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,True,False,False
5,T,I  heard someone say that somebody was very confused by that,Fraction as Number 3_Grade 4.xlsx,False,False,True,False,False,False,False
5,T,And  we said that you told me this is a third is that possible or is it not  possible can you try to convince me that it s not possible for the  red one to have the number name one,Fraction as Number 3_Grade 4.xlsx,False,False,False,True,False,False,False
6,S,Oh I can convince you that it s possible,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
7,T,Michael,Fraction as Number 3_Grade 4.xlsx,False,True,False,False,False,False,False
8,S,It s possible because there s white and two whites equal one red,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
9,T,That wasnt the question,Fraction as Number 3_Grade 4.xlsx,False,False,True,False,False,False,False
9,T,I said if you called the dark green one  what number name do we give the red,Fraction as Number 3_Grade 4.xlsx,False,False,True,False,False,False,False
9,T,You told me one third,Fraction as Number 3_Grade 4.xlsx,False,False,True,False,False,False,False
10,S,Yeah,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
11,T,And everybody agreed okay,Fraction as Number 3_Grade 4.xlsx,False,False,True,False,False,False,False
11,T,Now Im asking you if I called the  dark green one and I called red one third could red now be one,Fraction as Number 3_Grade 4.xlsx,False,True,False,False,False,False,False
11,T,I  am calling the dark green one,Fraction as Number 3_Grade 4.xlsx,False,False,True,False,False,False,False
12,S,No,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
12,S,Not now,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
13,T,What is the difference Erik,Fraction as Number 3_Grade 4.xlsx,False,False,False,True,False,False,False
14,S,Not if the dark green is one,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
14,S,Because if youre comparing the red to  dark green it cant be one,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
14,S,But if youre comparing the red to  something else it can be a one it can be a whole,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
14,S,But if you are  comparing it to something bigger though,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
15,T,Michael what do you think,Fraction as Number 3_Grade 4.xlsx,False,False,False,True,False,False,False
16,S,Well red can t be a whole red can t be one because the green is  bigger and it takes three of the reds to make one green,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
17,T,Okay suppose I said I wanted the red to be one what would that  tell you about the dark green,Fraction as Number 3_Grade 4.xlsx,False,False,False,True,False,False,False
17,T,If I wanted to make it so the red  were one what would I have to make the dark green to make the  red one,Fraction as Number 3_Grade 4.xlsx,False,False,False,True,False,False,False
17,T,Gregory is that a hand up or maybe you re thinking,Fraction as Number 3_Grade 4.xlsx,False,True,False,False,False,False,False
17,T,Do  you understand my question,Fraction as Number 3_Grade 4.xlsx,False,True,False,False,False,False,False
17,T,Suppose I wanted to change the  problem and I wanted now red to be one,Fraction as Number 3_Grade 4.xlsx,False,False,True,False,False,False,False
17,T,Okay that s a different  problem a brand new problem,Fraction as Number 3_Grade 4.xlsx,False,False,True,False,False,False,False
17,T,Okay we re starting again what  number name would I have to give to green if I wanted red to be  one,Fraction as Number 3_Grade 4.xlsx,False,False,False,True,False,False,False
17,T,You want to talk about it with your partner for a minute,Fraction as Number 3_Grade 4.xlsx,False,True,False,False,False,False,False
18,S,Three wholes,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
19,S,Can t give it a name because it can t be put into into two,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
19,S,Because  look,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
20,S,But the dark green is bigger then that,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
21,T,Okay suppose I want the red to be one what number name would I  have to give dark green for red to be one,Fraction as Number 3_Grade 4.xlsx,False,False,False,True,False,False,False
22,S,Three wh three wholes,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
22,S,Because if this is a one,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
23,T,Hi Erik,Fraction as Number 3_Grade 4.xlsx,False,False,True,False,False,False,False
23,T,What Erik,Fraction as Number 3_Grade 4.xlsx,False,True,False,False,False,False,False
24,S,It would be three wholes,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
24,S,Because if this is a one,Fraction as Number 3_Grade 4.xlsx,False,False,False,False,False,False,False
